mukey,muname,compname,comppct_r,drainagecl,hzdept_r,hzdepb_r,om_r,ph1to1h2o_r,awc_r,claytotal_r,sandtotal_r,silttotal_r,dbthirdbar_r,cec7_r,field_id
1691124,"Wymore silty clay loam, 2 to 6 percent slopes",Malmo,5,Moderately well drained,0.0,15.0,3.0,6.1,0.18,38.0,30.0,32.0,1.4,29.5,FIELD_0003
1691124,"Wymore silty clay loam, 2 to 6 percent slopes",Otoe,5,Moderately well drained,0.0,15.0,3.3,5.9,0.19,40.0,2.0,58.0,1.4,26.8,FIELD_0003
1691124,"Wymore silty clay loam, 2 to 6 percent slopes",Pawnee,5,Moderately well drained,0.0,18.0,2.0,5.6,0.18,35.0,23.0,42.0,1.4,27.4,FIELD_0003
2505125,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Morrill,5,Well drained,0.0,15.0,2.0,5.8,0.14,27.0,33.0,40.0,1.39,22.3,FIELD_0003
2559442,"Kennebec silt loam, occasionally flooded",Muscotah,5,Somewhat poorly drained,0.0,15.0,3.0,6.9,0.15,35.0,5.0,60.0,1.25,27.1,FIELD_0003
2559451,"Kennebec silt loam, occasionally flooded",Muscotah,5,Somewhat poorly drained,0.0,15.0,3.0,6.9,0.15,35.0,5.0,60.0,1.25,27.1,FIELD_0003
2605988,"Ladysmith silty clay loam, 0 to 1 percent slopes",Dwight,5,Moderately well drained,0.0,15.0,3.0,6.5,0.22,23.0,7.0,70.0,1.1,19.4,FIELD_0003
1457070,"Kipson-Sogn complex, 5 to 30 percent slopes",Crete,5,Moderately well drained,13.0,25.0,2.5,6.1,0.19,36.0,5.0,59.0,1.29,28.3,FIELD_0003
1457083,"Morrill loam, 1 to 3 percent slopes",Pawnee,5,Moderately well drained,15.0,25.0,2.0,5.6,0.18,35.0,23.0,42.0,1.4,27.4,FIELD_0003
1457083,"Morrill loam, 1 to 3 percent slopes",Wymore,5,Moderately well drained,15.0,28.0,2.5,6.0,0.19,38.0,3.0,59.0,1.35,29.7,FIELD_0003
1457086,"Pawnee clay loam, 1 to 4 percent slopes",Martin,5,Moderately well drained,15.0,30.0,2.5,6.1,0.15,36.0,5.0,59.0,1.4,28.3,FIELD_0003
1457086,"Pawnee clay loam, 1 to 4 percent slopes",Morrill,5,Well drained,15.0,27.0,1.5,5.8,0.15,28.0,32.0,40.0,1.36,22.8,FIELD_0003
1457086,"Pawnee clay loam, 1 to 4 percent slopes",Wymore,5,Moderately well drained,15.0,28.0,2.5,6.0,0.19,38.0,3.0,59.0,1.35,29.7,FIELD_0003
1457093,"Wymore silty clay loam, 3 to 6 percent slopes, eroded",Baileyville,5,Moderately well drained,15.0,48.0,1.5,6.0,0.12,47.0,1.0,52.0,1.35,35.0,FIELD_0003
1691113,"Malmo clay loam, 2 to 6 percent slopes, eroded",Morrill,5,Well drained,15.0,36.0,2.0,5.8,0.15,28.0,32.0,40.0,1.41,23.1,FIELD_0003
1691113,"Malmo clay loam, 2 to 6 percent slopes, eroded",Pawnee,5,Moderately well drained,15.0,35.0,0.7,7.3,0.14,42.0,25.0,33.0,1.45,31.0,FIELD_0003
1691119,"Otoe silty clay loam, 6 to 11 percent slopes, eroded",Wymore,5,Moderately well drained,15.0,28.0,2.5,6.0,0.19,38.0,3.0,59.0,1.35,29.7,FIELD_0003
1691124,"Wymore silty clay loam, 2 to 6 percent slopes",Malmo,5,Moderately well drained,15.0,38.0,0.75,7.0,0.12,46.0,24.0,30.0,1.4,33.6,FIELD_0003
1691124,"Wymore silty clay loam, 2 to 6 percent slopes",Otoe,5,Moderately well drained,15.0,38.0,1.6,6.8,0.13,45.0,1.0,54.0,1.4,26.3,FIELD_0003
2505125,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Morrill,5,Well drained,15.0,36.0,2.0,5.8,0.15,28.0,32.0,40.0,1.36,23.1,FIELD_0003
2559442,"Kennebec silt loam, occasionally flooded",Muscotah,5,Somewhat poorly drained,15.0,28.0,2.4,6.7,0.13,37.0,3.0,60.0,1.25,28.3,FIELD_0003
2559451,"Kennebec silt loam, occasionally flooded",Muscotah,5,Somewhat poorly drained,15.0,28.0,2.4,6.7,0.13,37.0,3.0,60.0,1.25,28.3,FIELD_0003
2605988,"Ladysmith silty clay loam, 0 to 1 percent slopes",Dwight,5,Moderately well drained,15.0,71.0,1.0,8.0,0.13,53.0,4.0,43.0,1.25,38.3,FIELD_0003
1457061,"Muir silt loam, rarely flooded",Detroit,5,Moderately well drained,16.0,34.0,2.0,6.5,0.2,33.0,8.0,59.0,1.35,26.1,FIELD_0003
1457093,"Wymore silty clay loam, 3 to 6 percent slopes, eroded",Pawnee,5,Moderately well drained,18.0,25.0,2.0,5.6,0.18,35.0,23.0,42.0,1.4,27.4,FIELD_0003
1691124,"Wymore silty clay loam, 2 to 6 percent slopes",Pawnee,5,Moderately well drained,18.0,25.0,2.0,5.6,0.18,35.0,23.0,42.0,1.4,27.4,FIELD_0003
1457072,"Tully silty clay loam, 3 to 7 percent slopes, eroded",Martin,5,Moderately well drained,20.0,36.0,2.0,6.1,0.15,47.0,9.0,44.0,1.4,35.4,FIELD_0003
1457083,"Morrill loam, 1 to 3 percent slopes",Ortello,5,Well drained,20.0,35.0,1.0,6.5,0.16,14.0,66.0,20.0,1.5,12.0,FIELD_0003
1691109,"Kipson-Sogn complex, 3 to 30 percent slopes",Benfield,5,Well drained,20.0,40.0,3.0,7.7,0.14,45.0,4.0,51.0,1.28,36.0,FIELD_0003
1691117,"Nodaway silt loam, occasionally flooded",Judson,5,Well drained,20.0,91.0,2.2,6.5,0.22,26.0,3.0,71.0,1.16,21.7,FIELD_0003
1457070,"Kipson-Sogn complex, 5 to 30 percent slopes",Labette,5,Well drained,23.0,38.0,2.0,6.1,0.19,38.0,5.0,57.0,1.3,30.4,FIELD_0003
1691109,"Kipson-Sogn complex, 3 to 30 percent slopes",Judson,5,Well drained,23.0,56.0,2.5,6.2,0.18,26.0,10.0,64.0,1.32,21.8,FIELD_0003
1457070,"Kipson-Sogn complex, 5 to 30 percent slopes",Crete,5,Moderately well drained,25.0,53.0,1.5,6.5,0.14,47.0,4.0,49.0,1.35,35.0,FIELD_0003
1457083,"Morrill loam, 1 to 3 percent slopes",Pawnee,5,Moderately well drained,25.0,35.0,1.0,6.9,0.12,44.0,23.0,33.0,1.45,32.7,FIELD_0003
1457093,"Wymore silty clay loam, 3 to 6 percent slopes, eroded",Pawnee,5,Moderately well drained,25.0,54.0,0.75,6.9,0.12,44.0,23.0,33.0,1.45,32.4,FIELD_0003
1691124,"Wymore silty clay loam, 2 to 6 percent slopes",Pawnee,5,Moderately well drained,25.0,54.0,0.75,6.9,0.12,44.0,23.0,33.0,1.45,32.4,FIELD_0003
1457086,"Pawnee clay loam, 1 to 4 percent slopes",Morrill,5,Well drained,27.0,72.0,0.8,6.5,0.13,32.0,38.0,30.0,1.45,25.1,FIELD_0003
1457083,"Morrill loam, 1 to 3 percent slopes",Wymore,5,Moderately well drained,28.0,45.0,1.0,6.4,0.14,46.0,2.0,52.0,1.4,33.9,FIELD_0003
1457086,"Pawnee clay loam, 1 to 4 percent slopes",Wymore,5,Moderately well drained,28.0,45.0,1.0,6.4,0.14,46.0,2.0,52.0,1.4,33.9,FIELD_0003
1691119,"Otoe silty clay loam, 6 to 11 percent slopes, eroded",Wymore,5,Moderately well drained,28.0,45.0,1.0,6.4,0.14,46.0,2.0,52.0,1.4,33.9,FIELD_0003
2559442,"Kennebec silt loam, occasionally flooded",Muscotah,5,Somewhat poorly drained,28.0,64.0,2.0,6.8,0.13,37.0,3.0,60.0,1.25,28.1,FIELD_0003
2559451,"Kennebec silt loam, occasionally flooded",Muscotah,5,Somewhat poorly drained,28.0,64.0,2.0,6.8,0.13,37.0,3.0,60.0,1.25,28.1,FIELD_0003
1457061,"Muir silt loam, rarely flooded",Hobbs,4,Well drained,0.0,18.0,3.0,6.9,0.22,25.0,11.0,64.0,1.3,21.0,FIELD_0003
1457070,"Kipson-Sogn complex, 5 to 30 percent slopes",Tully,4,Well drained,0.0,25.0,3.0,6.5,0.2,33.0,5.0,62.0,1.31,27.2,FIELD_0003
1457093,"Wymore silty clay loam, 3 to 6 percent slopes, eroded",Irwin,4,Moderately well drained,0.0,28.0,3.0,6.5,0.21,33.0,8.0,59.0,1.3,27.2,FIELD_0003
1691123,"Wymore silty clay loam, 0 to 2 percent slopes",Aksarben,4,Well drained,0.0,15.0,3.5,5.7,0.16,32.0,4.0,64.0,1.34,25.9,FIELD_0003
1691123,"Wymore silty clay loam, 0 to 2 percent slopes",Butler,4,Somewhat poorly drained,0.0,22.0,3.0,6.2,0.24,22.0,6.0,72.0,1.35,18.6,FIELD_0003
2505125,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Shelby,4,Well drained,0.0,15.0,3.0,6.5,0.17,29.0,37.0,34.0,1.45,24.2,FIELD_0003
2605988,"Ladysmith silty clay loam, 0 to 1 percent slopes",Irwin,4,Moderately well drained,0.0,18.0,3.0,6.5,0.21,33.0,8.0,59.0,1.3,27.2,FIELD_0003
1691123,"Wymore silty clay loam, 0 to 2 percent slopes",Aksarben,4,Well drained,15.0,30.0,3.0,6.5,0.16,34.0,2.0,64.0,1.35,27.1,FIELD_0003
2505125,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Shelby,4,Well drained,15.0,22.0,2.5,6.5,0.16,30.0,37.0,33.0,1.45,24.8,FIELD_0003
1457061,"Muir silt loam, rarely flooded",Hobbs,4,Well drained,18.0,61.0,2.0,7.0,0.22,24.0,11.0,65.0,1.28,20.0,FIELD_0003
2605988,"Ladysmith silty clay loam, 0 to 1 percent slopes",Irwin,4,Moderately well drained,18.0,76.0,1.0,7.2,0.15,45.0,5.0,50.0,1.35,34.5,FIELD_0003
1691123,"Wymore silty clay loam, 0 to 2 percent slopes",Butler,4,Somewhat poorly drained,22.0,32.0,1.5,6.5,0.21,21.0,7.0,72.0,1.35,17.5,FIELD_0003
2505125,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Shelby,4,Well drained,22.0,30.0,0.8,6.5,0.14,33.0,36.0,31.0,1.5,25.8,FIELD_0003
1457070,"Kipson-Sogn complex, 5 to 30 percent slopes",Tully,4,Well drained,25.0,41.0,2.5,6.5,0.19,35.0,4.0,61.0,1.25,28.5,FIELD_0003
1457093,"Wymore silty clay loam, 3 to 6 percent slopes, eroded",Irwin,4,Moderately well drained,28.0,76.0,1.0,7.2,0.15,45.0,5.0,50.0,1.35,34.5,FIELD_0003
1457072,"Tully silty clay loam, 3 to 7 percent slopes, eroded",Reading,3,Well drained,0.0,15.0,3.0,6.1,0.22,21.0,10.0,69.0,1.38,18.1,FIELD_0003
1691117,"Nodaway silt loam, occasionally flooded",Zook,3,Poorly drained,0.0,15.0,4.3,6.5,0.22,37.0,3.0,60.0,1.33,29.5,FIELD_0003
1691118,"Nodaway silt loam, channeled, occasionally flooded",Judson,3,Well drained,0.0,15.0,3.0,6.5,0.22,26.0,9.1,64.9,1.3,25.0,FIELD_0003
2505125,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Grundy,3,Somewhat poorly drained,0.0,15.0,3.0,6.1,0.15,32.0,3.0,65.0,1.32,25.7,FIELD_0003
2559442,"Kennebec silt loam, occasionally flooded",Reading,3,Moderately well drained,0.0,15.0,3.0,6.6,0.23,24.0,6.0,70.0,1.38,20.4,FIELD_0003
2559442,"Kennebec silt loam, occasionally flooded",Wabash,3,Poorly drained,0.0,15.0,3.0,6.6,0.13,45.0,2.0,53.0,1.35,34.5,FIELD_0003
2559451,"Kennebec silt loam, occasionally flooded",Reading,3,Moderately well drained,0.0,15.0,3.0,6.6,0.23,24.0,6.0,70.0,1.38,20.4,FIELD_0003
2559451,"Kennebec silt loam, occasionally flooded",Wabash,3,Poorly drained,0.0,15.0,3.0,6.6,0.13,45.0,2.0,53.0,1.35,34.5,FIELD_0003
1457072,"Tully silty clay loam, 3 to 7 percent slopes, eroded",Reading,3,Well drained,15.0,36.0,3.0,6.1,0.21,28.0,5.0,67.0,1.3,23.5,FIELD_0003
1691117,"Nodaway silt loam, occasionally flooded",Zook,3,Poorly drained,15.0,48.0,3.2,6.5,0.18,35.0,3.0,62.0,1.33,27.9,FIELD_0003
1691118,"Nodaway silt loam, channeled, occasionally flooded",Judson,3,Well drained,15.0,79.0,3.0,6.5,0.22,30.0,6.9,63.1,1.35,25.0,FIELD_0003
2505125,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Grundy,3,Somewhat poorly drained,15.0,29.0,2.0,6.5,0.13,38.0,2.0,60.0,1.32,29.5,FIELD_0003
2559442,"Kennebec silt loam, occasionally flooded",Reading,3,Moderately well drained,15.0,36.0,2.9,6.6,0.23,25.0,5.0,70.0,1.38,21.1,FIELD_0003
2559442,"Kennebec silt loam, occasionally flooded",Wabash,3,Poorly drained,15.0,25.0,3.0,6.6,0.1,50.0,2.0,48.0,1.33,37.0,FIELD_0003
2559451,"Kennebec silt loam, occasionally flooded",Reading,3,Moderately well drained,15.0,36.0,2.9,6.6,0.23,25.0,5.0,70.0,1.38,21.1,FIELD_0003
2559451,"Kennebec silt loam, occasionally flooded",Wabash,3,Poorly drained,15.0,25.0,3.0,6.6,0.1,50.0,2.0,48.0,1.33,37.0,FIELD_0003
2559442,"Kennebec silt loam, occasionally flooded",Wabash,3,Poorly drained,25.0,53.0,2.0,6.6,0.1,56.0,2.0,42.0,1.33,40.7,FIELD_0003
2559451,"Kennebec silt loam, occasionally flooded",Wabash,3,Poorly drained,25.0,53.0,2.0,6.6,0.1,56.0,2.0,42.0,1.33,40.7,FIELD_0003
2505125,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Grundy,3,Somewhat poorly drained,29.0,43.0,0.7,6.5,0.11,42.0,2.0,56.0,1.35,31.0,FIELD_0003
1457072,"Tully silty clay loam, 3 to 7 percent slopes, eroded",Clime,2,Well drained,0.0,25.0,3.0,7.5,0.16,41.0,5.0,54.0,1.32,22.1,FIELD_0003
1457072,"Tully silty clay loam, 3 to 7 percent slopes, eroded",Irwin,2,Moderately well drained,0.0,28.0,3.0,6.5,0.21,33.0,8.0,59.0,1.3,27.2,FIELD_0003
1457092,"Wymore silty clay loam, 1 to 3 percent slopes",Pawnee,2,Moderately well drained,0.0,18.0,2.0,5.6,0.18,35.0,23.0,42.0,1.4,27.4,FIELD_0003
1691117,"Nodaway silt loam, occasionally flooded",Colo,2,Poorly drained,0.0,18.0,3.0,6.5,0.22,29.0,3.0,68.0,1.3,24.2,FIELD_0003
1691118,"Nodaway silt loam, channeled, occasionally flooded",Kezan,2,Poorly drained,0.0,15.0,3.0,7.2,0.23,24.0,3.0,73.0,1.3,24.0,FIELD_0003
1691123,"Wymore silty clay loam, 0 to 2 percent slopes",Fillmore,2,Somewhat poorly drained,0.0,23.0,3.5,5.5,0.24,23.0,8.0,69.0,1.2,19.5,FIELD_0003
2505125,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Wymore,2,Moderately well drained,0.0,15.0,3.0,6.0,0.22,35.0,4.0,61.0,1.3,27.8,FIELD_0003
2559442,"Kennebec silt loam, occasionally flooded",Colo,2,Poorly drained,0.0,20.0,3.0,6.5,0.23,26.0,7.0,67.0,1.28,22.2,FIELD_0003
2559442,"Kennebec silt loam, occasionally flooded",Olmitz,2,Moderately well drained,0.0,15.0,2.0,6.6,0.18,27.0,43.0,30.0,1.43,22.3,FIELD_0003
2559451,"Kennebec silt loam, occasionally flooded",Colo,2,Poorly drained,0.0,20.0,3.0,6.5,0.23,26.0,7.0,67.0,1.28,22.2,FIELD_0003
2559451,"Kennebec silt loam, occasionally flooded",Olmitz,2,Moderately well drained,0.0,15.0,2.0,6.6,0.18,27.0,43.0,30.0,1.43,22.3,FIELD_0003
1691118,"Nodaway silt loam, channeled, occasionally flooded",Kezan,2,Poorly drained,15.0,33.0,2.0,7.2,0.2,26.0,3.0,71.0,1.3,20.0,FIELD_0003
2505125,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Wymore,2,Moderately well drained,15.0,25.0,2.5,6.0,0.19,38.0,3.0,59.0,1.35,29.7,FIELD_0003
2559442,"Kennebec silt loam, occasionally flooded",Olmitz,2,Moderately well drained,15.0,72.0,2.0,6.6,0.18,27.0,45.0,28.0,1.43,22.3,FIELD_0003
2559451,"Kennebec silt loam, occasionally flooded",Olmitz,2,Moderately well drained,15.0,72.0,2.0,6.6,0.18,27.0,45.0,28.0,1.43,22.3,FIELD_0003
1457092,"Wymore silty clay loam, 1 to 3 percent slopes",Pawnee,2,Moderately well drained,18.0,25.0,2.0,5.6,0.18,35.0,23.0,42.0,1.4,27.4,FIELD_0003
1691117,"Nodaway silt loam, occasionally flooded",Colo,2,Poorly drained,18.0,41.0,2.9,6.5,0.22,28.0,3.0,69.0,1.3,23.4,FIELD_0003
2559442,"Kennebec silt loam, occasionally flooded",Colo,2,Poorly drained,20.0,97.0,2.0,6.5,0.19,31.0,8.0,61.0,1.3,24.3,FIELD_0003
2559451,"Kennebec silt loam, occasionally flooded",Colo,2,Poorly drained,20.0,97.0,2.0,6.5,0.19,31.0,8.0,61.0,1.3,24.3,FIELD_0003
1691123,"Wymore silty clay loam, 0 to 2 percent slopes",Fillmore,2,Somewhat poorly drained,23.0,35.0,1.0,5.8,0.22,16.0,9.0,75.0,1.45,13.7,FIELD_0003
1457072,"Tully silty clay loam, 3 to 7 percent slopes, eroded",Clime,2,Well drained,25.0,48.0,2.0,7.9,0.11,48.0,9.0,43.0,1.34,25.7,FIELD_0003
1457092,"Wymore silty clay loam, 1 to 3 percent slopes",Pawnee,2,Moderately well drained,25.0,54.0,0.75,6.9,0.12,44.0,23.0,33.0,1.45,32.4,FIELD_0003
2505125,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Wymore,2,Moderately well drained,25.0,35.0,1.2,6.4,0.14,46.0,2.0,52.0,1.4,34.1,FIELD_0003
1457072,"Tully silty clay loam, 3 to 7 percent slopes, eroded",Irwin,2,Moderately well drained,28.0,76.0,1.0,7.2,0.15,45.0,5.0,50.0,1.35,34.5,FIELD_0003
1457061,"Muir silt loam, rarely flooded",Aquolls,1,Poorly drained,0.0,30.0,3.0,6.5,0.21,33.0,7.0,60.0,1.3,26.0,FIELD_0003
1457070,"Kipson-Sogn complex, 5 to 30 percent slopes",Aquolls,1,Poorly drained,0.0,30.0,3.0,6.5,0.21,33.0,7.0,60.0,1.25,26.7,FIELD_0003
1457072,"Tully silty clay loam, 3 to 7 percent slopes, eroded",Aquolls,1,Poorly drained,0.0,30.0,3.0,6.5,0.21,33.0,7.0,60.0,1.3,26.0,FIELD_0003
1457072,"Tully silty clay loam, 3 to 7 percent slopes, eroded",Smolan,1,Moderately well drained,0.0,18.0,3.0,6.0,0.21,29.0,12.0,59.0,1.38,23.7,FIELD_0003
1457072,"Tully silty clay loam, 3 to 7 percent slopes, eroded",Sogn,1,Somewhat excessively drained,0.0,13.0,4.0,7.5,0.24,35.0,10.0,55.0,1.25,28.1,FIELD_0003
1457092,"Wymore silty clay loam, 1 to 3 percent slopes",Benfield,1,Well drained,0.0,25.0,4.0,7.0,0.21,34.0,5.0,61.0,1.25,28.3,FIELD_0003
1457093,"Wymore silty clay loam, 3 to 6 percent slopes, eroded",Aquolls,1,Poorly drained,0.0,15.0,3.0,5.8,0.22,30.0,4.0,66.0,1.28,24.4,FIELD_0003
2505125,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Typic epiaquoll,1,Poorly drained,0.0,15.0,3.0,5.8,0.22,30.0,4.0,66.0,1.28,24.4,FIELD_0003
2605988,"Ladysmith silty clay loam, 0 to 1 percent slopes",Aquolls,1,Poorly drained,0.0,15.0,3.5,6.7,0.13,56.0,1.0,43.0,1.23,41.2,FIELD_0003
1457072,"Tully silty clay loam, 3 to 7 percent slopes, eroded",Sogn,1,Somewhat excessively drained,13.0,18.0,3.5,7.5,0.15,37.0,9.0,54.0,1.31,29.4,FIELD_0003
1457093,"Wymore silty clay loam, 3 to 6 percent slopes, eroded",Aquolls,1,Poorly drained,15.0,35.0,2.5,5.9,0.22,33.0,4.0,63.0,1.28,26.3,FIELD_0003
2505125,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Typic epiaquoll,1,Poorly drained,15.0,35.0,2.5,5.9,0.2,33.0,4.0,63.0,1.28,26.3,FIELD_0003
2605988,"Ladysmith silty clay loam, 0 to 1 percent slopes",Aquolls,1,Poorly drained,15.0,43.0,1.5,6.2,0.13,58.0,1.0,41.0,1.34,38.5,FIELD_0003
1457072,"Tully silty clay loam, 3 to 7 percent slopes, eroded",Smolan,1,Moderately well drained,18.0,30.0,2.0,6.0,0.21,30.0,12.0,58.0,1.38,24.0,FIELD_0003
1457072,"Tully silty clay loam, 3 to 7 percent slopes, eroded",Sogn,1,Somewhat excessively drained,18.0,200.0,,,,,,,,,FIELD_0003
1457092,"Wymore silty clay loam, 1 to 3 percent slopes",Benfield,1,Well drained,25.0,48.0,1.5,7.7,0.14,49.0,4.0,47.0,1.35,37.8,FIELD_0003
422929,"Coloma sand, 2 to 6 percent slopes",Coloma,90,Excessively drained,0.0,15.0,0.75,5.9,0.07,5.0,93.6,1.4,1.5,4.2,FIELD_0004
422930,"Coloma sand, 6 to 12 percent slopes",Coloma,90,Excessively drained,0.0,15.0,0.75,5.9,0.07,5.0,93.6,1.4,1.5,4.2,FIELD_0004
422931,"Coloma sand, 12 to 25 percent slopes",Coloma,90,Excessively drained,0.0,15.0,0.75,5.9,0.07,5.0,93.6,1.4,1.5,4.2,FIELD_0004
422929,"Coloma sand, 2 to 6 percent slopes",Coloma,90,Excessively drained,15.0,104.0,0.25,5.5,0.09,5.0,93.6,1.4,1.5,3.8,FIELD_0004
422930,"Coloma sand, 6 to 12 percent slopes",Coloma,90,Excessively drained,15.0,104.0,0.25,5.5,0.09,5.0,93.6,1.4,1.5,3.8,FIELD_0004
422931,"Coloma sand, 12 to 25 percent slopes",Coloma,90,Excessively drained,15.0,104.0,0.25,5.5,0.09,5.0,93.6,1.4,1.5,3.8,FIELD_0004
422952,"Okee loamy sand, 6 to 12 percent slopes",Okee,85,Somewhat excessively drained,0.0,5.0,1.0,6.5,0.11,7.0,84.0,9.0,1.62,3.8,FIELD_0004
422952,"Okee loamy sand, 6 to 12 percent slopes",Okee,85,Somewhat excessively drained,5.0,58.0,0.5,6.5,0.1,6.0,78.0,16.0,1.64,3.2,FIELD_0004
422929,"Coloma sand, 2 to 6 percent slopes",Okee,7,Somewhat excessively drained,0.0,20.0,1.25,6.5,0.1,7.0,83.8,9.2,1.63,5.7,FIELD_0004
422930,"Coloma sand, 6 to 12 percent slopes",Okee,7,Somewhat excessively drained,0.0,20.0,1.25,6.5,0.1,7.0,83.8,9.2,1.63,5.7,FIELD_0004
422931,"Coloma sand, 12 to 25 percent slopes",Okee,7,Somewhat excessively drained,0.0,20.0,1.25,6.5,0.1,7.0,83.8,9.2,1.63,5.7,FIELD_0004
422929,"Coloma sand, 2 to 6 percent slopes",Okee,7,Somewhat excessively drained,20.0,66.0,0.5,6.5,0.09,6.0,77.9,16.1,1.58,3.8,FIELD_0004
422930,"Coloma sand, 6 to 12 percent slopes",Okee,7,Somewhat excessively drained,20.0,66.0,0.5,6.5,0.09,6.0,77.9,16.1,1.58,3.8,FIELD_0004
422931,"Coloma sand, 12 to 25 percent slopes",Okee,7,Somewhat excessively drained,20.0,66.0,0.5,6.5,0.09,6.0,77.9,16.1,1.58,3.8,FIELD_0004
422952,"Okee loamy sand, 6 to 12 percent slopes",Wyocena,5,Well drained,,,,,,,,,,,FIELD_0004
422952,"Okee loamy sand, 6 to 12 percent slopes",Hortonville,5,Well drained,0.0,23.0,1.0,6.1,0.16,9.0,63.7,27.3,1.54,5.8,FIELD_0004
422952,"Okee loamy sand, 6 to 12 percent slopes",Plainfield,5,Excessively drained,0.0,15.0,1.25,6.2,0.11,5.0,78.5,16.5,1.59,4.3,FIELD_0004
422952,"Okee loamy sand, 6 to 12 percent slopes",Plainfield,5,Excessively drained,15.0,56.0,0.3,5.5,0.07,4.0,92.0,4.0,1.56,3.2,FIELD_0004
422952,"Okee loamy sand, 6 to 12 percent slopes",Hortonville,5,Well drained,23.0,31.0,0.4,6.5,0.15,25.4,47.1,27.5,1.69,10.2,FIELD_0004
422929,"Coloma sand, 2 to 6 percent slopes",Wyocena,3,Well drained,0.0,20.0,0.75,6.2,0.1,5.5,78.1,16.4,1.43,4.3,FIELD_0004
422930,"Coloma sand, 6 to 12 percent slopes",Wyocena,3,Well drained,0.0,20.0,0.75,6.2,0.1,5.5,78.1,16.4,1.43,4.3,FIELD_0004
422931,"Coloma sand, 12 to 25 percent slopes",Plainfield,3,Excessively drained,0.0,10.0,1.25,6.2,0.07,3.5,95.0,1.5,1.58,3.2,FIELD_0004
422931,"Coloma sand, 12 to 25 percent slopes",Plainfield,3,Excessively drained,10.0,71.0,0.25,5.5,0.06,2.0,96.5,1.5,1.58,1.7,FIELD_0004
422929,"Coloma sand, 2 to 6 percent slopes",Wyocena,3,Well drained,20.0,94.0,0.25,6.2,0.12,13.0,67.4,19.6,1.5,7.6,FIELD_0004
422930,"Coloma sand, 6 to 12 percent slopes",Wyocena,3,Well drained,20.0,94.0,0.25,6.2,0.12,13.0,67.4,19.6,1.5,7.6,FIELD_0004
428991,"Sogn silt loam, rocky, 6 to 30 percent slopes",Sogn,95,Somewhat excessively drained,0.0,38.0,3.0,7.3,0.2,21.5,26.1,52.4,1.18,15.0,FIELD_0005
428996,Eitzen silt loam,Eitzen,95,Well drained,0.0,71.0,3.0,6.5,0.23,21.5,11.2,67.3,1.4,17.0,FIELD_0005
428997,"Eitzen silt loam, channeled",Eitzen,95,Well drained,0.0,71.0,3.0,6.5,0.23,21.5,11.2,67.3,1.4,17.0,FIELD_0005
429066,"NewGlarus silt loam, 6 to 12 percent slopes",NewGlarus,95,Well drained,0.0,20.0,2.0,6.7,0.23,19.5,11.6,68.9,1.3,13.0,FIELD_0005
429067,"NewGlarus silt loam, 12 to 20 percent slopes",NewGlarus,95,Well drained,0.0,30.0,2.0,6.7,0.23,19.5,11.6,68.9,1.3,13.0,FIELD_0005
429081,"Palsgrove silt loam, 12 to 20 percent slopes",Palsgrove,95,Well drained,0.0,23.0,1.5,6.5,0.23,24.0,9.3,66.7,1.25,17.5,FIELD_0005
3053887,"Seaton silt loam, driftless valley, 6 to 12 percent slopes, moderately eroded",Seaton,95,Well drained,0.0,23.0,1.34,6.0,0.23,15.0,18.0,67.0,1.28,13.0,FIELD_0005
429066,"NewGlarus silt loam, 6 to 12 percent slopes",NewGlarus,95,Well drained,20.0,58.0,1.0,6.5,0.2,28.0,7.0,65.0,1.35,15.0,FIELD_0005
429081,"Palsgrove silt loam, 12 to 20 percent slopes",Palsgrove,95,Well drained,23.0,102.0,0.65,6.2,0.19,30.0,6.9,63.1,1.5,19.5,FIELD_0005
3053887,"Seaton silt loam, driftless valley, 6 to 12 percent slopes, moderately eroded",Seaton,95,Well drained,23.0,38.0,0.3,5.9,0.21,14.0,17.0,69.0,1.35,11.5,FIELD_0005
428993,"Gale silt loam, 12 to 20 percent slopes, moderately eroded",Gale,90,Well drained,0.0,20.0,1.0,6.2,0.23,14.0,14.2,71.8,1.46,12.0,FIELD_0005
428993,"Gale silt loam, 12 to 20 percent slopes, moderately eroded",Gale,90,Well drained,20.0,79.0,0.25,5.8,0.2,25.0,7.0,68.0,1.49,19.2,FIELD_0005
429033,"Lindstrom silt loam, 2 to 6 percent slopes",Lindstrom,85,Well drained,0.0,23.0,4.0,6.5,0.21,15.0,14.0,71.0,1.38,13.5,FIELD_0005
